Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Square Meters
1358001,1,9/19/2018,20180923,1486608,0,749,1,USD,Male,Sherman Frazier,Providence,RI,Rhode Island,2906,United States,North America,4/12/2000,Contoso Laptop Starter Bundle M200 Black,Contoso,Black,$7.59 ,$16.50 ,308,Computers Accessories,3,Computers,0
1358001,2,9/19/2018,20180923,1486608,0,1517,1,USD,Male,Sherman Frazier,Providence,RI,Rhode Island,2906,United States,North America,4/12/2000,The Phone Company Smart phones Unlocked M300 Gold,The Phone Company,Gold,$122.78 ,$267.00 ,504,Smart phones & PDAs,5,Cell phones,0
1358001,3,9/19/2018,20180923,1486608,0,1549,3,USD,Male,Sherman Frazier,Providence,RI,Rhode Island,2906,United States,North America,4/12/2000,The Phone Company PDA Handheld 4.7 inch L650 Silver,The Phone Company,Silver,$128.88 ,$389.00 ,504,Smart phones & PDAs,5,Cell phones,0
1358001,4,9/19/2018,20180923,1486608,0,1018,1,USD,Male,Sherman Frazier,Providence,RI,Rhode Island,2906,United States,North America,4/12/2000,A. Datum All in One Digital Camera M200 Green,A. Datum,Green,$86.45 ,$188.00 ,401,Digital Cameras,4,Cameras and camcorders,0
1358001,5,9/19/2018,20180923,1486608,0,101,2,USD,Male,Sherman Frazier,Providence,RI,Rhode Island,2906,United States,North America,4/12/2000,WWI Wireless Bluetooth Stereo Headphones M170 Pink,Wide World Importers,Pink,$55.18 ,$120.00 ,106,Bluetooth Headphones,1,Audio,0
1358014,1,9/19/2018,20180923,512415,0,1409,1,EUR,Male,Tim Bachmeier,Rostock,MV,Mecklenburg-Vorpommern,18077,Germany,Europe,5/18/1984,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",The Phone Company,Black,$195.15 ,$589.00 ,503,Touch Screen Phones,5,Cell phones,0
1358015,1,9/19/2018,20180925,1432706,0,134,3,USD,Male,Charles Stott,Tulsa,OK,Oklahoma,74131,United States,North America,1/26/1970,"Adventure Works 20"" LCD HDTV M120 Black",Adventure Works,Black,$160.93 ,$349.95 ,201,Televisions,2,TV and Video,0
1358015,2,9/19/2018,20180925,1432706,0,1580,3,USD,Male,Charles Stott,Tulsa,OK,Oklahoma,74131,United States,North America,1/26/1970,SV DVD Recorder L230 Grey,Southridge Video,Grey,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1358019,1,9/19/2018,20180925,1408551,0,360,2,USD,Male,Stephen Mendez,Columbia,TN,Tennessee,38401,United States,North America,9/11/1959,Fabrikam Laptop13.3 M3000 Red,Fabrikam,Red,$193.74 ,$380.00 ,301,Laptops,3,Computers,0
1358019,2,9/19/2018,20180925,1408551,0,344,3,USD,Male,Stephen Mendez,Columbia,TN,Tennessee,38401,United States,North America,9/11/1959,Fabrikam Laptop12 M2000 White,Fabrikam,White,$186.60 ,$366.00 ,301,Laptops,3,Computers,0
1358019,3,9/19/2018,20180925,1408551,0,875,1,USD,Male,Stephen Mendez,Columbia,TN,Tennessee,38401,United States,North America,9/11/1959,Contoso Wireless Notebook Optical Mouse X205 White,Contoso,White,$43.06 ,$129.95 ,308,Computers Accessories,3,Computers,0
1358022,1,9/19/2018,20180920,2000732,0,459,5,USD,Female,Sabina Jonasson,Honolulu,HI,Hawaii,96813,United States,North America,11/8/1996,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,$137.60 ,$269.90 ,303,Desktops,3,Computers,0
1358022,2,9/19/2018,20180920,2000732,0,967,1,USD,Female,Sabina Jonasson,Honolulu,HI,Hawaii,96813,United States,North America,11/8/1996,A. Datum Advanced Digital Camera M300 Grey,A. Datum,Grey,$86.68 ,$188.50 ,401,Digital Cameras,4,Cameras and camcorders,0
1358022,3,9/19/2018,20180920,2000732,0,1594,1,USD,Female,Sabina Jonasson,Honolulu,HI,Hawaii,96813,United States,North America,11/8/1996,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,$5.09 ,$9.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1359003,1,9/20/2018,20180928,259681,0,2107,2,CAD,Female,Jane Dildy,Huntsville,ON,Ontario,P0A 1K0,Canada,North America,5/29/1939,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Grey,$363.75 ,$791.00 ,804,Water Heaters,8,Home Appliances,0
1359011,1,9/20/2018,20180921,1315611,0,2062,1,USD,Female,Willie Innocent,Delta,AL,Alabama,36258,United States,North America,2/26/1964,Contoso Microwave 2.2CuFt M0125 Silver,Contoso,Silver,$91.97 ,$199.99 ,803,Microwaves,8,Home Appliances,0
1359011,2,9/20/2018,20180921,1315611,0,1337,8,USD,Female,Willie Innocent,Delta,AL,Alabama,36258,United States,North America,2/26/1964,Contoso Expandable1-Handset Cordless Phone System M207 Black,Contoso,Black,$21.82 ,$47.44 ,501,Home & Office Phones,5,Cell phones,0
1359018,1,9/20/2018,20180922,422579,0,1130,3,EUR,Male,Max Schreiber,Dausenau,RP,Rheinland-Pfalz,56132,Germany,Europe,5/8/1963,Fabrikam SLR Camera M149 Pink,Fabrikam,Pink,$146.70 ,$319.00 ,402,Digital SLR Cameras,4,Cameras and camcorders,0
1359018,2,9/20/2018,20180922,422579,0,2103,4,EUR,Male,Max Schreiber,Dausenau,RP,Rheinland-Pfalz,56132,Germany,Europe,5/8/1963,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Silver,$258.99 ,$508.00 ,804,Water Heaters,8,Home Appliances,0
1359022,1,9/20/2018,20180922,501912,0,1579,3,EUR,Male,Sebastian Fried,Scheer,BW,Baden-Württemberg,72516,Germany,Europe,2/19/1965,SV DVD Recorder L220 White,Southridge Video,White,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1359022,2,9/20/2018,20180922,501912,0,1608,2,EUR,Male,Sebastian Fried,Scheer,BW,Baden-Württemberg,72516,Germany,Europe,2/19/1965,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,$56.08 ,$109.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1359022,3,9/20/2018,20180922,501912,0,68,5,EUR,Male,Sebastian Fried,Scheer,BW,Baden-Württemberg,72516,Germany,Europe,2/19/1965,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,$13.10 ,$25.69 ,106,Bluetooth Headphones,1,Audio,0
1359028,1,9/20/2018,20180924,1392092,0,2504,1,USD,Male,Joshua Herrington,Cambridge,MA,Massachusetts,2141,United States,North America,5/17/1992,Contoso Touch Stylus Pen E150 White,Contoso,White,$5.09 ,$9.99 ,505,Cell phones Accessories,5,Cell phones,0
1359028,2,9/20/2018,20180924,1392092,0,80,1,USD,Male,Joshua Herrington,Cambridge,MA,Massachusetts,2141,United States,North America,5/17/1992,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Yellow,$18.65 ,$40.55 ,106,Bluetooth Headphones,1,Audio,0
1359028,3,9/20/2018,20180924,1392092,0,537,2,USD,Male,Joshua Herrington,Cambridge,MA,Massachusetts,2141,United States,North America,5/17/1992,WWI LCD17W E200 White,Wide World Importers,White,$65.77 ,$129.00 ,304,Monitors,3,Computers,0
1359028,4,9/20/2018,20180924,1392092,0,1494,1,USD,Male,Joshua Herrington,Cambridge,MA,Massachusetts,2141,United States,North America,5/17/1992,The Phone Company Smart phones 160x160 M26 White,The Phone Company,White,$95.65 ,$208.00 ,504,Smart phones & PDAs,5,Cell phones,0
1359028,5,9/20/2018,20180924,1392092,0,58,1,USD,Male,Joshua Herrington,Cambridge,MA,Massachusetts,2141,United States,North America,5/17/1992,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,$79.53 ,$156.00 ,104,Recording Pen,1,Audio,0
1360006,1,9/21/2018,20180926,309667,0,1172,2,CAD,Female,Margorie Jones,Barrie,ON,Ontario,L4M 3B1,Canada,North America,7/19/1976,Fabrikam Budget Moviemaker 1'' 25mm E400 White,Fabrikam,White,$215.15 ,$422.00 ,405,Camcorders,4,Cameras and camcorders,0
1360010,1,9/21/2018,20180930,1380698,0,1577,1,USD,Female,Agnes Bronson,El Monte,CA,California,91731,United States,North America,5/15/1960,SV DVD Recorder L200 Black,Southridge Video,Black,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1360010,2,9/21/2018,20180930,1380698,0,70,7,USD,Female,Agnes Bronson,El Monte,CA,California,91731,United States,North America,5/15/1960,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Silver,$22.05 ,$47.95 ,106,Bluetooth Headphones,1,Audio,0
1360010,3,9/21/2018,20180930,1380698,0,675,3,USD,Female,Agnes Bronson,El Monte,CA,California,91731,United States,North America,5/15/1960,Proseware Laser Jet All in one X300 Grey,Proseware,Grey,$72.56 ,$219.00 ,306,"Printers, Scanners & Fax",3,Computers,0
1360010,4,9/21/2018,20180930,1380698,0,149,3,USD,Female,Agnes Bronson,El Monte,CA,California,91731,United States,North America,5/15/1960,"Adventure Works 40"" LCD HDTV M690 Silver",Adventure Works,Silver,$392.60 ,"$1,184.97 ",201,Televisions,2,TV and Video,0
1360017,1,9/21/2018,20180922,1490808,0,1605,5,USD,Male,Claude Martin,Englewood,CO,Colorado,80112,United States,North America,6/30/1971,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Black,$96.08 ,$289.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1360017,2,9/21/2018,20180922,1490808,0,1514,7,USD,Male,Claude Martin,Englewood,CO,Colorado,80112,United States,North America,6/30/1971,The Phone Company Smart phones 160x160 M26 Gold,The Phone Company,Gold,$95.65 ,$208.00 ,504,Smart phones & PDAs,5,Cell phones,0
1360018,1,9/21/2018,20180926,1326042,0,451,6,USD,Male,Dexter Ledford,Mercerville,NJ,New Jersey,8619,United States,North America,12/31/1968,WWI Desktop PC2.30 M2300 Silver,Wide World Importers,Silver,$257.06 ,$559.00 ,303,Desktops,3,Computers,0
1360018,2,9/21/2018,20180926,1326042,0,1653,4,USD,Male,Dexter Ledford,Mercerville,NJ,New Jersey,8619,United States,North America,12/31/1968,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,$56.08 ,$109.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1360018,3,9/21/2018,20180926,1326042,0,427,2,USD,Male,Dexter Ledford,Mercerville,NJ,New Jersey,8619,United States,North America,12/31/1968,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,$215.68 ,$469.00 ,303,Desktops,3,Computers,0
1360018,4,9/21/2018,20180926,1326042,0,1330,1,USD,Male,Dexter Ledford,Mercerville,NJ,New Jersey,8619,United States,North America,12/31/1968,Contoso Expandable Cordless Phone System M008 Black,Contoso,Black,$10.57 ,$22.99 ,501,Home & Office Phones,5,Cell phones,0
1360018,5,9/21/2018,20180926,1326042,0,565,3,USD,Male,Dexter Ledford,Mercerville,NJ,New Jersey,8619,United States,North America,12/31/1968,Proseware Projector 720p LCD56 Silver,Proseware,Silver,$321.44 ,$699.00 ,305,Projectors & Screens,3,Computers,0
1361008,1,9/22/2018,20180925,789108,0,1630,6,EUR,Female,Lioba Romano,San Quirico Valleriana,PT,Pistoia,51010,Italy,Europe,8/1/1938,Contoso DVD 60 DVD Storage Binder L20 Black,Contoso,Black,$7.58 ,$22.89 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1361014,1,9/22/2018,20180928,1377272,0,1422,3,USD,Male,Tomas Powell,Crafton,PA,Pennsylvania,15205,United States,North America,10/1/1990,The Phone Company Sharp Touch Screen Phones M910 Black,The Phone Company,Black,$138.42 ,$301.00 ,503,Touch Screen Phones,5,Cell phones,0
1361014,2,9/22/2018,20180928,1377272,0,1579,3,USD,Male,Tomas Powell,Crafton,PA,Pennsylvania,15205,United States,North America,10/1/1990,SV DVD Recorder L220 White,Southridge Video,White,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1361014,3,9/22/2018,20180928,1377272,0,1900,2,USD,Male,Tomas Powell,Crafton,PA,Pennsylvania,15205,United States,North America,10/1/1990,Fabrikam Refrigerator 4.6CuFt E2800 White,Fabrikam,White,$152.94 ,$299.99 ,802,Refrigerators,8,Home Appliances,0
1361015,1,9/22/2018,20180927,1523497,0,1791,1,USD,Male,Ricardo Cooper,Laredo,TX,Texas,78040,United States,North America,12/9/1944,MGS Kings & Myths: The Age Collection2009 E147,Tailspin Toys,Pink,$21.92 ,$43.00 ,702,Download Games,7,Games and Toys,0
1361016,1,9/22/2018,20180926,1230757,0,460,2,USD,Male,Steven Gillespie,Millburn,NJ,New Jersey,7041,United States,North America,9/30/1941,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,$152.90 ,$299.90 ,303,Desktops,3,Computers,0
1361019,1,9/22/2018,20180924,312530,0,113,6,CAD,Female,Denise Valencia,Barrie,ON,Ontario,L4M 3B1,Canada,North America,6/28/1985,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,White,$82.83 ,$249.99 ,106,Bluetooth Headphones,1,Audio,0
1361019,2,9/22/2018,20180924,312530,0,36,1,CAD,Female,Denise Valencia,Barrie,ON,Ontario,L4M 3B1,Canada,North America,6/28/1985,Contoso 4GB Portable MP3 Player M450 Yellow,Contoso,Yellow,$48.92 ,$95.95 ,101,MP4&MP3,1,Audio,0
1361019,3,9/22/2018,20180924,312530,0,1643,3,CAD,Female,Denise Valencia,Barrie,ON,Ontario,L4M 3B1,Canada,North America,6/28/1985,Contoso DVD External DVD Burner M200 Grey,Contoso,Grey,$26.62 ,$57.88 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1361019,4,9/22/2018,20180924,312530,0,102,6,CAD,Female,Denise Valencia,Barrie,ON,Ontario,L4M 3B1,Canada,North America,6/28/1985,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Silver,$52.88 ,$115.00 ,106,Bluetooth Headphones,1,Audio,0
1361028,1,9/22/2018,20180928,1813454,0,1755,3,USD,Male,Anthony Adkins,Dothan,AL,Alabama,36303,United States,North America,1/16/1979,MGS MechWarrior 4: Knight E121,Tailspin Toys,Black,$33.09 ,$64.90 ,702,Download Games,7,Games and Toys,0
1361028,2,9/22/2018,20180928,1813454,0,1820,4,USD,Male,Anthony Adkins,Dothan,AL,Alabama,36303,United States,North America,1/16/1979,MGS Return of Arcade Anniversary Edition 2009 E176,Tailspin Toys,Blue,$16.31 ,$32.00 ,702,Download Games,7,Games and Toys,0
1361029,1,9/22/2018,20180925,17412,0,1768,7,AUD,Male,Mitchell Kwok,VICTORIA PARK,WA,Western Australia,6100,Australia,Australia,8/31/1969,MGS Empires Collector's 2008 M440,Tailspin Toys,Purple,$15.64 ,$34.00 ,702,Download Games,7,Games and Toys,0
1361029,2,9/22/2018,20180925,17412,0,1667,1,AUD,Male,Mitchell Kwok,VICTORIA PARK,WA,Western Australia,6100,Australia,Australia,8/31/1969,MGS Hand Games for kids E300 Black,Tailspin Toys,Black,$2.80 ,$5.50 ,701,Boxed Games,7,Games and Toys,0
1361029,3,9/22/2018,20180925,17412,0,1622,5,AUD,Male,Mitchell Kwok,VICTORIA PARK,WA,Western Australia,6100,Australia,Australia,8/31/1969,Contoso DVD Recorder L200 Black,Contoso,Black,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1361033,1,9/22/2018,20180924,1217343,0,507,1,USD,Female,Laura Lara,Batesville,AR,Arkansas,72501,United States,North America,8/21/1942,Adventure Works LCD20 M210 White,Adventure Works,White,$119.11 ,$259.00 ,304,Monitors,3,Computers,0
1361033,2,9/22/2018,20180924,1217343,0,1480,5,USD,Female,Laura Lara,Batesville,AR,Arkansas,72501,United States,North America,8/21/1942,The Phone Company Smart phones without camera E100 Grey,The Phone Company,Grey,$65.77 ,$129.00 ,504,Smart phones & PDAs,5,Cell phones,0
1361033,3,9/22/2018,20180924,1217343,0,1759,4,USD,Female,Laura Lara,Batesville,AR,Arkansas,72501,United States,North America,8/21/1942,MGS MechWarrior 4: Vengeance X800,Tailspin Toys,Purple,$34.75 ,$104.89 ,702,Download Games,7,Games and Toys,0
1361035,1,9/22/2018,20180928,1490471,0,418,3,USD,Male,Guillermo Leon,Farmington Hills,MI,Michigan,48335,United States,North America,3/6/1971,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,$137.63 ,$269.95 ,303,Desktops,3,Computers,0
1363001,1,9/24/2018,20181001,468948,0,1255,1,EUR,Female,Birgit Frueh,Nordwalde,NW,Nordrhein-Westfalen,48356,Germany,Europe,1/15/1937,Contoso General Carrying Case E304 White,Contoso,White,$10.19 ,$19.99 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
1363001,2,9/24/2018,20181001,468948,0,1757,5,EUR,Female,Birgit Frueh,Nordwalde,NW,Nordrhein-Westfalen,48356,Germany,Europe,1/15/1937,MGS MechCommander 2 E123,Tailspin Toys,Black,$28.50 ,$55.90 ,702,Download Games,7,Games and Toys,0
1363001,3,9/24/2018,20181001,468948,0,1130,2,EUR,Female,Birgit Frueh,Nordwalde,NW,Nordrhein-Westfalen,48356,Germany,Europe,1/15/1937,Fabrikam SLR Camera M149 Pink,Fabrikam,Pink,$146.70 ,$319.00 ,402,Digital SLR Cameras,4,Cameras and camcorders,0
1363006,1,9/24/2018,20180928,588654,0,1602,2,EUR,Male,Jan Eichel,Erlbach-Kirchberg,SN,Freistaat Sachsen,9385,Germany,Europe,1/5/1936,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Black,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1363006,2,9/24/2018,20180928,588654,0,1581,1,EUR,Male,Jan Eichel,Erlbach-Kirchberg,SN,Freistaat Sachsen,9385,Germany,Europe,1/5/1936,SV DVD Recorder L240 Gold,Southridge Video,Gold,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1363006,3,9/24/2018,20180928,588654,0,1636,5,EUR,Male,Jan Eichel,Erlbach-Kirchberg,SN,Freistaat Sachsen,9385,Germany,Europe,1/5/1936,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Silver,$5.82 ,$12.66 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1363008,1,9/24/2018,20180927,199120,0,1701,3,AUD,Female,Kayla Niven,BROOKSIDE CENTRE,QLD,Queensland,4053,Australia,Australia,11/17/1977,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,$2.54 ,$4.98 ,701,Boxed Games,7,Games and Toys,0
1363008,2,9/24/2018,20180927,199120,0,57,3,AUD,Female,Kayla Niven,BROOKSIDE CENTRE,QLD,Queensland,4053,Australia,Australia,11/17/1977,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,$79.53 ,$156.00 ,104,Recording Pen,1,Audio,0
1363008,3,9/24/2018,20180927,199120,0,102,6,AUD,Female,Kayla Niven,BROOKSIDE CENTRE,QLD,Queensland,4053,Australia,Australia,11/17/1977,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Silver,$52.88 ,$115.00 ,106,Bluetooth Headphones,1,Audio,0
1363015,1,9/24/2018,20181003,1837603,0,1486,1,USD,Male,Keith Whitney,Paso Robles,CA,California,93446,United States,North America,11/6/1954,The Phone Company Smart phones 320 x 320 M86 Grey,The Phone Company,Grey,$132.44 ,$288.00 ,504,Smart phones & PDAs,5,Cell phones,0
1363015,2,9/24/2018,20181003,1837603,0,61,8,USD,Male,Keith Whitney,Paso Robles,CA,California,93446,United States,North America,11/6/1954,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,$83.24 ,$181.00 ,104,Recording Pen,1,Audio,0
1363015,3,9/24/2018,20181003,1837603,0,1637,6,USD,Male,Keith Whitney,Paso Robles,CA,California,93446,United States,North America,11/6/1954,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,$8.27 ,$17.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1364004,1,9/25/2018,20180929,1075069,0,677,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Proseware Fax Machine E100 Grey,Proseware,Grey,$40.28 ,$79.00 ,306,"Printers, Scanners & Fax",3,Computers,0
1364004,2,9/25/2018,20180929,1075069,0,588,7,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Projector 1080p X981 White,Contoso,White,$827.97 ,"$2,499.00 ",305,Projectors & Screens,3,Computers,0
1364019,1,9/25/2018,20180929,581404,0,1423,4,EUR,Female,Franziska Fischer,Steinhöring,BY,Freistaat Bayern,85643,Germany,Europe,7/29/1993,The Phone Company Touch Screen Phones - CRT M11 Black,The Phone Company,Black,$86.91 ,$189.00 ,503,Touch Screen Phones,5,Cell phones,0
1364019,2,9/25/2018,20180929,581404,0,2154,2,EUR,Female,Franziska Fischer,Steinhöring,BY,Freistaat Bayern,85643,Germany,Europe,7/29/1993,Adventure Works Coffee Maker 12C M100 White,Adventure Works,White,$204.64 ,$445.00 ,805,Coffee Machines,8,Home Appliances,0
1364019,3,9/25/2018,20180929,581404,0,440,1,EUR,Female,Franziska Fischer,Steinhöring,BY,Freistaat Bayern,85643,Germany,Europe,7/29/1993,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Silver,$112.14 ,$219.95 ,303,Desktops,3,Computers,0
1365015,1,9/26/2018,20180928,1718240,0,1645,2,USD,Male,David Senn,Los Angeles,CA,California,90017,United States,North America,11/7/1986,Contoso DVD External DVD Burner M200 Silver,Contoso,Silver,$26.62 ,$57.88 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1365015,2,9/26/2018,20180928,1718240,0,1817,3,USD,Male,David Senn,Los Angeles,CA,California,90017,United States,North America,11/7/1986,MGS MechCommander 2009 E173,Tailspin Toys,Blue,$16.31 ,$32.00 ,702,Download Games,7,Games and Toys,0
1365015,3,9/26/2018,20180928,1718240,0,1623,1,USD,Male,David Senn,Los Angeles,CA,California,90017,United States,North America,11/7/1986,Contoso DVD Recorder L210 Silver,Contoso,Silver,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1365015,4,9/26/2018,20180928,1718240,0,1917,4,USD,Male,David Senn,Los Angeles,CA,California,90017,United States,North America,11/7/1986,Fabrikam Refrigerator 9.7CuFt M5600 Green,Fabrikam,Green,$226.71 ,$493.00 ,802,Refrigerators,8,Home Appliances,0
1365015,5,9/26/2018,20180928,1718240,0,1252,2,USD,Male,David Senn,Los Angeles,CA,California,90017,United States,North America,11/7/1986,Contoso Travel Charger for S-Series Battery E302 White,Contoso,White,$30.58 ,$59.99 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
